state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L2,Offer3,Call Center,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Employed,M,Rural,Married,Personal Auto,L1,Offer4,Agent,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Employed,F,Urban,Married,Corporate Auto,L3,Offer3,Call Center,Four-Door Car,Medsize
California,Yes,Premium,College,Employed,M,Suburban,Married,Corporate Auto,L2,Offer1,Branch,Two-Door Car,Medsize
California,Yes,Basic,College,Employed,F,Urban,Married,Personal Auto,L2,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,High School or Below,Other,F,Suburban,Married,Corporate Auto,L3,Offer3,Agent,SUV,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L2,Offer3,Agent,Four-Door Car,Small
California,No,Extended,College,Employed,M,Rural,Single,Personal Auto,L2,Offer4,Branch,Four-Door Car,Medsize
California,No,Basic,College,Other,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Four-Door Car,Large
California,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,L1,Offer2,Call Center,SUV,Small
California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Call Center,Four-Door Car,Small
California,No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,L2,Offer1,Branch,Two-Door Car,Medsize
California,No,Basic,Bachelor,Other,F,Suburban,Single,Personal Auto,L1,Offer2,Agent,SUV,Small
California,No,Basic,College,Employed,M,Rural,Married,Corporate Auto,L2,Offer1,Web,SUV,Medsize
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,L2,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Divorced,Corporate Auto,L3,Offer1,Web,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer4,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,Offer1,Agent,Two-Door Car,Large
California,No,Basic,College,Other,M,Suburban,Single,Corporate Auto,L1,Offer3,Web,Four-Door Car,Small
California,No,Extended,Postgraduate,Other,F,Suburban,Divorced,Personal Auto,L3,Offer3,Agent,Two-Door Car,Medsize
California,No,Extended,Bachelor,Other,M,Suburban,Single,Personal Auto,L2,Offer1,Branch,Two-Door Car,Medsize
California,No,Extended,Postgraduate,Employed,F,Rural,Married,Personal Auto,L1,Offer1,Agent,SUV,Medsize
California,Yes,Basic,College,Other,M,Suburban,Divorced,Corporate Auto,L3,Offer2,Web,Four-Door Car,Medsize
California,No,Basic,College,Other,F,Suburban,Married,Corporate Auto,L2,Offer2,Branch,Four-Door Car,Large
California,No,Extended,Postgraduate,Employed,F,Rural,Married,Personal Auto,L2,Offer2,Branch,Four-Door Car,Medsize
California,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,L3,Offer4,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L2,Offer2,Call Center,Four-Door Car,Large
California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L2,Offer4,Web,Two-Door Car,Medsize
California,No,Basic,Postgraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Agent,SUV,Medsize
California,No,Extended,College,Employed,M,Urban,Married,Corporate Auto,L1,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,L3,Offer3,Call Center,Two-Door Car,Medsize
California,Yes,Basic,High School or Below,Other,F,Suburban,Divorced,Personal Auto,L1,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,L2,Offer4,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,L3,Offer2,Call Center,Two-Door Car,Medsize
California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,L2,Offer2,Call Center,Four-Door Car,Medsize
California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,L2,Offer2,Call Center,Four-Door Car,Medsize
California,No,Basic,College,Other,M,Suburban,Single,Personal Auto,L3,Offer3,Web,Sports Car,Small
California,Yes,Extended,Bachelor,Other,F,Suburban,Married,Personal Auto,L2,Offer2,Agent,SUV,Small
California,No,Basic,College,Employed,M,Rural,Single,Personal Auto,L1,Offer2,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Extended,College,Other,M,Urban,Married,Corporate Auto,L2,Offer1,Branch,Four-Door Car,Large
California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Web,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,L3,Offer2,Web,Four-Door Car,Medsize
California,No,Extended,Postgraduate,Other,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,SUV,Medsize
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,L2,Offer1,Agent,SUV,Medsize
California,No,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,L3,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,L1,Offer1,Agent,Sports Car,Medsize
California,No,Basic,Postgraduate,Employed,M,Urban,Divorced,Personal Auto,L3,Offer1,Agent,SUV,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,L2,Offer2,Branch,Two-Door Car,Medsize
California,No,Basic,High School or Below,Other,F,Rural,Married,Personal Auto,L1,Offer3,Branch,Two-Door Car,Medsize
California,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate Auto,L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L2,Offer3,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Other,M,Suburban,Single,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Single,Corporate Auto,L3,Offer3,Agent,Four-Door Car,Medsize
California,Yes,Basic,College,Other,M,Suburban,Married,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,L2,Offer3,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,L3,Offer2,Web,Four-Door Car,Large
California,No,Basic,College,Employed,M,Suburban,Single,Personal Auto,L3,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,College,Other,F,Suburban,Single,Corporate Auto,L1,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,M,Suburban,Single,Personal Auto,L3,Offer3,Branch,SUV,Medsize
California,No,Basic,College,Other,M,Suburban,Married,Personal Auto,L2,Offer1,Branch,SUV,Medsize
California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,L3,Offer3,Call Center,SUV,Small
California,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L2,Offer2,Call Center,SUV,Medsize
California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Other,F,Suburban,Married,Corporate Auto,L3,Offer1,Agent,Two-Door Car,Large
California,No,Extended,Bachelor,Other,F,Suburban,Single,Personal Auto,L2,Offer3,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,L2,Offer4,Call Center,SUV,Small
California,No,Extended,Bachelor,Other,M,Suburban,Single,Personal Auto,L3,Offer3,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,Other,F,Suburban,Married,Personal Auto,L3,Offer1,Agent,SUV,Small
California,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,L1,Offer3,Agent,Four-Door Car,Small
California,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer3,Agent,Two-Door Car,Small
California,No,Extended,College,Other,F,Suburban,Married,Personal Auto,L2,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,College,Employed,M,Rural,Married,Corporate Auto,L3,Offer2,Branch,SUV,Medsize
California,Yes,Extended,College,Employed,F,Rural,Married,Corporate Auto,L2,Offer2,Call Center,Two-Door Car,Large
California,Yes,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer1,Branch,Four-Door Car,Small
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,L2,Offer3,Agent,SUV,Medsize
California,Yes,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,Two-Door Car,Medsize
California,No,Basic,Bachelor,Other,M,Suburban,Divorced,Personal Auto,L3,Offer2,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,High School or Below,Other,M,Suburban,Married,Corporate Auto,L1,Offer3,Agent,Four-Door Car,Large
California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,L3,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,L2,Offer2,Branch,Two-Door Car,Medsize
California,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,L3,Offer3,Web,Four-Door Car,Medsize
California,Yes,Extended,College,Employed,M,Suburban,Married,Corporate Auto,L2,Offer1,Branch,Four-Door Car,Medsize
California,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,L2,Offer3,Web,SUV,Medsize
California,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate Auto,L3,Offer2,Agent,Four-Door Car,Small
California,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,L2,Offer3,Branch,Two-Door Car,Large
California,No,Basic,High School or Below,Other,M,Suburban,Single,Personal Auto,L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Extended,High School or Below,Other,M,Suburban,Single,Personal Auto,L3,Offer4,Branch,Four-Door Car,Medsize
California,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,L1,Offer4,Branch,SUV,Medsize
California,Yes,Basic,High School or Below,Other,M,Suburban,Divorced,Personal Auto,L3,Offer1,Branch,SUV,Medsize
California,No,Basic,Postgraduate,Employed,F,Suburban,Divorced,Personal Auto,L2,Offer1,Agent,Four-Door Car,Large
California,Yes,Basic,Bachelor,Other,F,Suburban,Single,Personal Auto,L1,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,L3,Offer1,Branch,Two-Door Car,Small
California,Yes,Basic,College,Other,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,SUV,Medsize
California,No,Extended,High School or Below,Other,M,Suburban,Married,Corporate Auto,L3,Offer1,Branch,SUV,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,L2,Offer1,Web,Four-Door Car,Small
California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,L3,Offer4,Branch,Four-Door Car,Medsize
California,Yes,Basic,College,Other,M,Suburban,Single,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,L1,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Other,M,Suburban,Single,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,L1,Offer1,Branch,SUV,Medsize
California,No,Basic,Postgraduate,Other,M,Urban,Married,Corporate Auto,L3,Offer1,Call Center,Four-Door Car,Large
California,No,Basic,Bachelor,Other,F,Suburban,Single,Corporate Auto,L2,Offer2,Web,SUV,Small
California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Branch,SUV,Medsize
California,Yes,Extended,College,Employed,M,Rural,Married,Corporate Auto,L3,Offer2,Agent,Sports Car,Medsize
California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L2,Offer2,Branch,Four-Door Car,Small
California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,L3,Offer1,Call Center,SUV,Medsize
California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,L3,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,M,Suburban,Married,Corporate Auto,L1,Offer3,Agent,Four-Door Car,Medsize
California,No,Extended,College,Employed,M,Urban,Married,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,Other,F,Suburban,Married,Personal Auto,L2,Offer2,Branch,Sports Car,Medsize
California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,L1,Offer2,Agent,Four-Door Car,Medsize
California,Yes,Basic,College,Employed,M,Suburban,Married,Corporate Auto,L3,Offer1,Agent,SUV,Medsize
California,No,Basic,High School or Below,Other,M,Suburban,Single,Corporate Auto,L2,Offer3,Call Center,Sports Car,Small
California,No,Premium,Postgraduate,Employed,M,Urban,Married,Personal Auto,L2,Offer3,Agent,Four-Door Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,L3,Offer3,Web,Four-Door Car,Small
California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,L2,Offer2,Agent,Four-Door Car,Medsize
California,No,Premium,Bachelor,Other,M,Suburban,Single,Personal Auto,L2,Offer3,Agent,Two-Door Car,Small
California,No,Extended,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Branch,Two-Door Car,Medsize
California,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,L3,Offer3,Web,SUV,Medsize
California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Call Center,SUV,Medsize
California,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,L2,Offer2,Agent,Four-Door Car,Medsize
California,Yes,Basic,College,Other,F,Suburban,Married,Personal Auto,L1,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,Other,F,Rural,Married,Corporate Auto,L3,Offer1,Call Center,SUV,Medsize
California,No,Extended,High School or Below,Employed,F,Rural,Married,Corporate Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Single,Personal Auto,L2,Offer2,Agent,SUV,Medsize
California,No,Basic,Postgraduate,Employed,F,Suburban,Divorced,Corporate Auto,L3,Offer2,Agent,Two-Door Car,Small
California,No,Premium,High School or Below,Other,F,Suburban,Single,Personal Auto,L2,Offer1,Call Center,Two-Door Car,Medsize
California,No,Extended,College,Other,F,Urban,Married,Personal Auto,L2,Offer3,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer2,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,F,Suburban,Married,Corporate Auto,L1,Offer1,Agent,SUV,Medsize
California,No,Extended,High School or Below,Other,M,Suburban,Single,Personal Auto,L3,Offer3,Call Center,Four-Door Car,Large
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer4,Call Center,Four-Door Car,Medsize
California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L1,Offer2,Branch,Four-Door Car,Small
California,No,Basic,High School or Below,Other,M,Suburban,Single,Corporate Auto,L3,Offer3,Branch,Four-Door Car,Large
California,No,Extended,College,Employed,M,Rural,Divorced,Corporate Auto,L2,Offer4,Call Center,Four-Door Car,Small
California,No,Basic,High School or Below,Other,F,Suburban,Single,Personal Auto,L2,Offer3,Agent,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,Other,F,Suburban,Single,Personal Auto,L2,Offer1,Agent,SUV,Medsize
California,No,Basic,Bachelor,Other,F,Suburban,Single,Personal Auto,L2,Offer1,Web,SUV,Medsize
California,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Branch,Two-Door Car,Small
California,No,Basic,Postgraduate,Other,F,Suburban,Divorced,Personal Auto,L3,Offer1,Branch,SUV,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,L1,Offer3,Branch,SUV,Medsize
California,No,Basic,Bachelor,Other,M,Suburban,Married,Personal Auto,L3,Offer2,Agent,SUV,Medsize
California,No,Premium,High School or Below,Other,F,Suburban,Married,Personal Auto,L2,Offer1,Call Center,SUV,Medsize
California,No,Extended,College,Employed,M,Rural,Divorced,Personal Auto,L1,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L3,Offer2,Call Center,Two-Door Car,Medsize
California,No,Extended,College,Employed,F,Rural,Divorced,Corporate Auto,L2,Offer1,Call Center,Four-Door Car,Medsize
California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Web,Four-Door Car,Medsize
California,No,Extended,College,Other,F,Suburban,Single,Corporate Auto,L3,Offer1,Agent,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,L2,Offer2,Agent,Four-Door Car,Large
California,No,Premium,College,Other,F,Suburban,Married,Personal Auto,L3,Offer2,Agent,Two-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,Offer2,Call Center,SUV,Small
California,No,Basic,Bachelor,Other,F,Suburban,Single,Corporate Auto,L1,Offer1,Web,Four-Door Car,Medsize
California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Two-Door Car,Medsize
California,No,Extended,Bachelor,Employed,F,Urban,Divorced,Corporate Auto,L3,Offer2,Agent,Two-Door Car,Medsize
California,No,Basic,College,Other,M,Suburban,Married,Corporate Auto,L2,Offer1,Web,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Other,F,Rural,Married,Personal Auto,L2,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Other,M,Suburban,Single,Personal Auto,L2,Offer3,Agent,Four-Door Car,Medsize
California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,L2,Offer2,Call Center,Four-Door Car,Medsize
California,No,Basic,Bachelor,Other,F,Rural,Single,Personal Auto,L3,Offer1,Call Center,Two-Door Car,Medsize
California,No,Extended,College,Other,M,Suburban,Single,Personal Auto,L3,Offer4,Call Center,Four-Door Car,Small
California,No,Extended,Postgraduate,Employed,F,Suburban,Married,Corporate Auto,L1,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,College,Other,M,Suburban,Married,Personal Auto,L3,Offer1,Web,SUV,Small
California,Yes,Premium,Postgraduate,Employed,M,Rural,Married,Personal Auto,L2,Offer1,Agent,Two-Door Car,Medsize
California,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,L1,Offer2,Agent,Four-Door Car,Small
California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,L3,Offer4,Call Center,Two-Door Car,Medsize
California,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,L2,Offer2,Call Center,Four-Door Car,Medsize
California,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,L2,Offer4,Call Center,Four-Door Car,Medsize
California,No,Extended,High School or Below,Other,M,Suburban,Divorced,Corporate Auto,L3,Offer3,Call Center,Sports Car,Medsize
California,No,Basic,Bachelor,Other,F,Suburban,Married,Personal Auto,L2,Offer1,Branch,Two-Door Car,Medsize
California,No,Extended,Postgraduate,Employed,F,Urban,Married,Personal Auto,L2,Offer1,Call Center,SUV,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer3,Call Center,Sports Car,Small
California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Other,F,Suburban,Married,Personal Auto,L3,Offer2,Branch,Sports Car,Medsize
California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Call Center,Two-Door Car,Small
California,Yes,Basic,Bachelor,Other,M,Suburban,Divorced,Corporate Auto,L3,Offer2,Web,Four-Door Car,Medsize
California,No,Extended,College,Other,F,Suburban,Single,Corporate Auto,L2,Offer1,Web,SUV,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,L2,Offer2,Branch,Four-Door Car,Medsize
